threshold,precision,recall,f1,tp,fp,tn,fn,n_flagged,flagged_per_day,fraud_caught_per_day
0.875,0.929427430093209,0.2420249653259362,0.3840440165061898,698,53,82107,2186,751,25.033333333333335,23.266666666666666
0.88,0.9310810810810811,0.23890429958391124,0.380242825607064,689,51,82109,2195,740,24.666666666666668,22.966666666666665
0.885,0.9352617079889807,0.2354368932038835,0.3761772853185596,679,47,82113,2205,726,24.2,22.633333333333333
0.89,0.9347222222222222,0.23335644937586686,0.37347391786903444,673,47,82113,2211,720,24.0,22.433333333333334
0.895,0.9347517730496454,0.22850208044382803,0.3672332125940374,659,46,82114,2225,705,23.5,21.966666666666665
0.9,0.9400584795321637,0.22295423023578365,0.3604260089686099,643,41,82119,2241,684,22.8,21.433333333333334
0.905,0.9414414414414415,0.21740638002773924,0.3532394366197183,627,39,82121,2257,666,22.2,20.9
0.91,0.9435736677115988,0.2087378640776699,0.3418512208972174,602,36,82124,2282,638,21.266666666666666,20.066666666666666
0.915,0.9453376205787781,0.20388349514563106,0.3354249857387336,588,34,82126,2296,622,20.733333333333334,19.6
0.92,0.9463986599664992,0.19590846047156726,0.3246193622522264,565,32,82128,2319,597,19.9,18.833333333333332
0.925,0.9499136442141624,0.19070735090152566,0.317643661565117,550,29,82131,2334,579,19.3,18.333333333333332
0.93,0.9499105545617174,0.18411927877947296,0.30845193145512634,531,28,82132,2353,559,18.633333333333333,17.7
0.935,0.9514925373134329,0.1768377253814147,0.29824561403508776,510,26,82134,2374,536,17.866666666666667,17.0
0.94,0.9556840077071291,0.17198335644937587,0.29150749338818693,496,23,82137,2388,519,17.3,16.533333333333335
0.945,0.9562624254473161,0.16678224687933427,0.28402716268083855,481,22,82138,2403,503,16.766666666666666,16.033333333333335
0.95,0.9595744680851064,0.15638002773925105,0.2689326177698271,451,19,82141,2433,470,15.666666666666666,15.033333333333333
0.955,0.9598214285714286,0.14909847434119278,0.2581032412965186,430,18,82142,2454,448,14.933333333333334,14.333333333333334
0.96,0.9626168224299065,0.14285714285714285,0.24879227053140096,412,16,82144,2472,428,14.266666666666667,13.733333333333333
0.965,0.9673366834170855,0.13349514563106796,0.23461304082876294,385,13,82147,2499,398,13.266666666666667,12.833333333333334
0.97,0.9722991689750693,0.12170596393897365,0.21633281972265023,351,10,82150,2533,361,12.033333333333333,11.7
0.975,0.9785276073619632,0.11061026352288489,0.1987538940809969,319,7,82153,2565,326,10.866666666666667,10.633333333333333
0.98,0.9785714285714285,0.09500693481276005,0.1731984829329962,274,6,82154,2610,280,9.333333333333334,9.133333333333333
0.985,0.9826839826839827,0.07871012482662969,0.14574638844301768,227,4,82156,2657,231,7.7,7.566666666666666
0.99,0.9940119760479041,0.057558945908460474,0.10881678138315307,166,1,82159,2718,167,5.566666666666666,5.533333333333333
